ReferenceID	Species	DomainTruth	SourceFile	SourceHeader	LengthBp
ZYMOV2|Cryptococcus_neoformans|02624|29557	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29557 252 38911 1156+,14842+	252
ZYMOV2|Cryptococcus_neoformans|02625|1018	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1018 249 69778	249
ZYMOV2|Cryptococcus_neoformans|02626|2432	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2432 249 1181	249
ZYMOV2|Cryptococcus_neoformans|02627|2448	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2448 249 22719	249
ZYMOV2|Cryptococcus_neoformans|02628|14539	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14539 249 91556	249
ZYMOV2|Cryptococcus_neoformans|02629|4773	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4773 248 946	248
ZYMOV2|Cryptococcus_neoformans|02630|6678	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6678 248 162346	248
ZYMOV2|Cryptococcus_neoformans|02631|15237	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15237 248 87590	248
ZYMOV2|Cryptococcus_neoformans|02632|20850	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20850 248 6761	248
ZYMOV2|Cryptococcus_neoformans|02633|5807	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5807 247 941	247
ZYMOV2|Cryptococcus_neoformans|02634|14763	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14763 247 1071	247
ZYMOV2|Cryptococcus_neoformans|02635|1946	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1946 246 838	246
ZYMOV2|Cryptococcus_neoformans|02636|17686	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17686 246 96821	246
ZYMOV2|Cryptococcus_neoformans|02637|9136	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9136 245 2403	245
ZYMOV2|Cryptococcus_neoformans|02638|21827	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21827 245 856	245
ZYMOV2|Cryptococcus_neoformans|02639|26524	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26524 245 838	245
ZYMOV2|Cryptococcus_neoformans|02640|6324	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6324 244 982	244
ZYMOV2|Cryptococcus_neoformans|02641|25714	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25714 243 1067	243
ZYMOV2|Cryptococcus_neoformans|02642|19566	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19566 242 880	242
ZYMOV2|Cryptococcus_neoformans|02643|20346	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20346 242 810	242
ZYMOV2|Cryptococcus_neoformans|02644|26893	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26893 242 14309	242
ZYMOV2|Cryptococcus_neoformans|02645|27419	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27419 242 7550	242
ZYMOV2|Cryptococcus_neoformans|02646|28496	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28496 241 1203	241
ZYMOV2|Cryptococcus_neoformans|02647|29220	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29220 241 89700	241
ZYMOV2|Cryptococcus_neoformans|02648|20858	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20858 240 2376	240
ZYMOV2|Cryptococcus_neoformans|02649|25496	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25496 240 973	240
ZYMOV2|Cryptococcus_neoformans|02650|20601	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20601 239 1015	239
ZYMOV2|Cryptococcus_neoformans|02651|21397	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21397 239 23601	239
ZYMOV2|Cryptococcus_neoformans|02652|26114	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26114 239 1010	239
ZYMOV2|Cryptococcus_neoformans|02653|8244	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8244 238 1210	238
ZYMOV2|Cryptococcus_neoformans|02654|9507	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9507 238 1084	238
ZYMOV2|Cryptococcus_neoformans|02655|29014	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29014 238 102119	238
ZYMOV2|Cryptococcus_neoformans|02656|959	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	959 237 950	237
ZYMOV2|Cryptococcus_neoformans|02657|3369	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3369 237 1893	237
ZYMOV2|Cryptococcus_neoformans|02658|5900	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5900 237 908	237
ZYMOV2|Cryptococcus_neoformans|02659|12354	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12354 237 1118	237
ZYMOV2|Cryptococcus_neoformans|02660|1280	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1280 236 807	236
ZYMOV2|Cryptococcus_neoformans|02661|3072	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3072 236 1286	236
ZYMOV2|Cryptococcus_neoformans|02662|15170	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15170 236 896	236
ZYMOV2|Cryptococcus_neoformans|02663|18713	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18713 236 2091	236
ZYMOV2|Cryptococcus_neoformans|02664|22988	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22988 236 6069	236
ZYMOV2|Cryptococcus_neoformans|02665|12679	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12679 235 86989	235
ZYMOV2|Cryptococcus_neoformans|02666|18696	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18696 235 855	235
ZYMOV2|Cryptococcus_neoformans|02667|2740	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2740 234 968	234
ZYMOV2|Cryptococcus_neoformans|02668|2997	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2997 234 941	234
ZYMOV2|Cryptococcus_neoformans|02669|9718	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9718 234 81371	234
ZYMOV2|Cryptococcus_neoformans|02670|14395	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14395 234 90013	234
ZYMOV2|Cryptococcus_neoformans|02671|24183	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24183 234 1750	234
ZYMOV2|Cryptococcus_neoformans|02672|25672	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25672 234 834	234
ZYMOV2|Cryptococcus_neoformans|02673|6720	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6720 233 157404	233
ZYMOV2|Cryptococcus_neoformans|02674|10780	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10780 233 2247	233
ZYMOV2|Cryptococcus_neoformans|02675|16691	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16691 232 841	232
ZYMOV2|Cryptococcus_neoformans|02676|21152	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21152 232 1998	232
ZYMOV2|Cryptococcus_neoformans|02677|6266	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6266 231 1617	231
ZYMOV2|Cryptococcus_neoformans|02678|10300	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10300 231 82326	231
ZYMOV2|Cryptococcus_neoformans|02679|19483	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19483 230 85103	230
ZYMOV2|Cryptococcus_neoformans|02680|2114	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2114 229 846	229
ZYMOV2|Cryptococcus_neoformans|02681|7383	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7383 229 4137	229
ZYMOV2|Cryptococcus_neoformans|02682|10395	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10395 229 832	229
ZYMOV2|Cryptococcus_neoformans|02683|20102	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20102 228 760	228
ZYMOV2|Cryptococcus_neoformans|02684|2542	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2542 227 794	227
ZYMOV2|Cryptococcus_neoformans|02685|4020	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4020 227 1108	227
ZYMOV2|Cryptococcus_neoformans|02686|4270	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4270 227 22278	227
ZYMOV2|Cryptococcus_neoformans|02687|23315	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23315 227 945	227
ZYMOV2|Cryptococcus_neoformans|02688|23427	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23427 227 833	227
ZYMOV2|Cryptococcus_neoformans|02689|24070	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24070 227 1157	227
ZYMOV2|Cryptococcus_neoformans|02690|26588	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26588 227 2186	227
ZYMOV2|Cryptococcus_neoformans|02691|27551	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27551 227 972	227
ZYMOV2|Cryptococcus_neoformans|02692|15388	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15388 226 80113	226
ZYMOV2|Cryptococcus_neoformans|02693|17164	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17164 226 7900	226
ZYMOV2|Cryptococcus_neoformans|02694|6406	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6406 225 870	225
ZYMOV2|Cryptococcus_neoformans|02695|9771	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9771 225 753	225
ZYMOV2|Cryptococcus_neoformans|02696|16757	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16757 224 79619	224
ZYMOV2|Cryptococcus_neoformans|02697|17358	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17358 224 11770	224
ZYMOV2|Cryptococcus_neoformans|02698|17551	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17551 224 85038	224
ZYMOV2|Cryptococcus_neoformans|02699|2423	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2423 223 792	223
ZYMOV2|Cryptococcus_neoformans|02700|5723	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5723 223 1213	223
ZYMOV2|Cryptococcus_neoformans|02701|16167	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16167 223 1064	223
ZYMOV2|Cryptococcus_neoformans|02702|20726	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20726 223 18606	223
ZYMOV2|Cryptococcus_neoformans|02703|22784	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22784 223 2015	223
ZYMOV2|Cryptococcus_neoformans|02704|23105	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23105 223 81750	223
ZYMOV2|Cryptococcus_neoformans|02705|23250	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23250 223 852	223
ZYMOV2|Cryptococcus_neoformans|02706|4128	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4128 222 951	222
ZYMOV2|Cryptococcus_neoformans|02707|6369	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6369 222 901	222
ZYMOV2|Cryptococcus_neoformans|02708|12949	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12949 222 950	222
ZYMOV2|Cryptococcus_neoformans|02709|23180	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23180 222 1050	222
ZYMOV2|Cryptococcus_neoformans|02710|28385	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28385 222 21705	222
ZYMOV2|Cryptococcus_neoformans|02711|7158	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7158 221 5430	221
ZYMOV2|Cryptococcus_neoformans|02712|16134	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16134 221 834	221
ZYMOV2|Cryptococcus_neoformans|02713|21378	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21378 221 1024	221
ZYMOV2|Cryptococcus_neoformans|02714|24190	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24190 221 1938	221
ZYMOV2|Cryptococcus_neoformans|02715|27640	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27640 221 730	221
ZYMOV2|Cryptococcus_neoformans|02716|4808	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4808 220 812	220
ZYMOV2|Cryptococcus_neoformans|02717|4915	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4915 220 858	220
ZYMOV2|Cryptococcus_neoformans|02718|11547	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11547 220 777	220
ZYMOV2|Cryptococcus_neoformans|02719|12190	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12190 220 834	220
ZYMOV2|Cryptococcus_neoformans|02720|13728	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13728 220 879	220
ZYMOV2|Cryptococcus_neoformans|02721|20474	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20474 220 761	220
ZYMOV2|Cryptococcus_neoformans|02722|21462	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21462 220 1552	220
ZYMOV2|Cryptococcus_neoformans|02723|25127	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25127 220 701	220
ZYMOV2|Cryptococcus_neoformans|02724|5532	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5532 219 782	219
ZYMOV2|Cryptococcus_neoformans|02725|8457	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8457 219 854	219
ZYMOV2|Cryptococcus_neoformans|02726|10196	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10196 219 2040	219
ZYMOV2|Cryptococcus_neoformans|02727|6018	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6018 218 2002	218
ZYMOV2|Cryptococcus_neoformans|02728|6652	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6652 218 909	218
ZYMOV2|Cryptococcus_neoformans|02729|9826	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9826 218 713	218
ZYMOV2|Cryptococcus_neoformans|02730|14440	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14440 218 816	218
ZYMOV2|Cryptococcus_neoformans|02731|22039	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22039 218 3223	218
ZYMOV2|Cryptococcus_neoformans|02732|26009	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26009 218 848	218
ZYMOV2|Cryptococcus_neoformans|02733|28708	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28708 218 9724	218
ZYMOV2|Cryptococcus_neoformans|02734|3511	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3511 217 723	217
ZYMOV2|Cryptococcus_neoformans|02735|14636	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14636 217 88472	217
ZYMOV2|Cryptococcus_neoformans|02736|16356	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16356 217 782	217
ZYMOV2|Cryptococcus_neoformans|02737|18857	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18857 217 1177	217
ZYMOV2|Cryptococcus_neoformans|02738|19333	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19333 217 1523	217
ZYMOV2|Cryptococcus_neoformans|02739|3308	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3308 216 727	216
ZYMOV2|Cryptococcus_neoformans|02740|10299	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10299 216 82403	216
ZYMOV2|Cryptococcus_neoformans|02741|11107	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11107 216 78554	216
ZYMOV2|Cryptococcus_neoformans|02742|15479	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15479 216 885	216
ZYMOV2|Cryptococcus_neoformans|02743|1390	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1390 215 867	215
ZYMOV2|Cryptococcus_neoformans|02744|15359	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15359 215 837	215
ZYMOV2|Cryptococcus_neoformans|02745|22775	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22775 215 812	215
ZYMOV2|Cryptococcus_neoformans|02746|26339	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26339 215 958	215
ZYMOV2|Cryptococcus_neoformans|02747|30130	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30130 215 42684 3451+,12043+	215
ZYMOV2|Cryptococcus_neoformans|02748|10989	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10989 214 2137	214
ZYMOV2|Cryptococcus_neoformans|02749|27608	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27608 214 887	214
ZYMOV2|Cryptococcus_neoformans|02750|7449	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7449 213 1155	213
ZYMOV2|Cryptococcus_neoformans|02751|9252	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9252 213 1075	213
ZYMOV2|Cryptococcus_neoformans|02752|12770	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12770 213 1371	213
ZYMOV2|Cryptococcus_neoformans|02753|12830	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12830 213 696	213
ZYMOV2|Cryptococcus_neoformans|02754|15100	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15100 213 807	213
ZYMOV2|Cryptococcus_neoformans|02755|27691	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27691 213 772	213
ZYMOV2|Cryptococcus_neoformans|02756|9	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9 212 755	212
ZYMOV2|Cryptococcus_neoformans|02757|2618	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2618 212 1530	212
ZYMOV2|Cryptococcus_neoformans|02758|7955	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7955 212 105252	212
ZYMOV2|Cryptococcus_neoformans|02759|11015	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11015 212 6524	212
ZYMOV2|Cryptococcus_neoformans|02760|15225	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15225 212 1608	212
ZYMOV2|Cryptococcus_neoformans|02761|19743	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19743 212 824	212
ZYMOV2|Cryptococcus_neoformans|02762|9835	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9835 211 715	211
ZYMOV2|Cryptococcus_neoformans|02763|22629	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22629 211 828	211
ZYMOV2|Cryptococcus_neoformans|02764|28775	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28775 211 830	211
ZYMOV2|Cryptococcus_neoformans|02765|1139	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1139 210 73259	210
ZYMOV2|Cryptococcus_neoformans|02766|4157	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4157 210 81317	210
ZYMOV2|Cryptococcus_neoformans|02767|12201	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12201 210 680	210
ZYMOV2|Cryptococcus_neoformans|02768|16210	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16210 210 1027	210
ZYMOV2|Cryptococcus_neoformans|02769|18999	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18999 210 63505	210
ZYMOV2|Cryptococcus_neoformans|02770|21557	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21557 210 1352	210
ZYMOV2|Cryptococcus_neoformans|02771|4458	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4458 209 72827	209
ZYMOV2|Cryptococcus_neoformans|02772|11035	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11035 209 1637	209
