FragmentID	FragmentLength	Species	DomainTruth	WithinSpeciesRank	SourceSequence	Start1	End1	Selection
FRAG|5000|Staphylococcus_aureus|Prokaryote|005|00001|Staphylococcus_aureus_chromosome|135001	5000	Staphylococcus aureus	Prokaryote	5	00001|Staphylococcus_aureus_chromosome	135001	140000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|006|00001|Staphylococcus_aureus_chromosome|170001	5000	Staphylococcus aureus	Prokaryote	6	00001|Staphylococcus_aureus_chromosome	170001	175000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|007|00001|Staphylococcus_aureus_chromosome|205001	5000	Staphylococcus aureus	Prokaryote	7	00001|Staphylococcus_aureus_chromosome	205001	210000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|008|00001|Staphylococcus_aureus_chromosome|240001	5000	Staphylococcus aureus	Prokaryote	8	00001|Staphylococcus_aureus_chromosome	240001	245000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|009|00001|Staphylococcus_aureus_chromosome|270001	5000	Staphylococcus aureus	Prokaryote	9	00001|Staphylococcus_aureus_chromosome	270001	275000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|010|00001|Staphylococcus_aureus_chromosome|305001	5000	Staphylococcus aureus	Prokaryote	10	00001|Staphylococcus_aureus_chromosome	305001	310000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|011|00001|Staphylococcus_aureus_chromosome|340001	5000	Staphylococcus aureus	Prokaryote	11	00001|Staphylococcus_aureus_chromosome	340001	345000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|012|00001|Staphylococcus_aureus_chromosome|375001	5000	Staphylococcus aureus	Prokaryote	12	00001|Staphylococcus_aureus_chromosome	375001	380000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|013|00001|Staphylococcus_aureus_chromosome|410001	5000	Staphylococcus aureus	Prokaryote	13	00001|Staphylococcus_aureus_chromosome	410001	415000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|014|00001|Staphylococcus_aureus_chromosome|445001	5000	Staphylococcus aureus	Prokaryote	14	00001|Staphylococcus_aureus_chromosome	445001	450000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|015|00001|Staphylococcus_aureus_chromosome|480001	5000	Staphylococcus aureus	Prokaryote	15	00001|Staphylococcus_aureus_chromosome	480001	485000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|016|00001|Staphylococcus_aureus_chromosome|515001	5000	Staphylococcus aureus	Prokaryote	16	00001|Staphylococcus_aureus_chromosome	515001	520000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|017|00001|Staphylococcus_aureus_chromosome|545001	5000	Staphylococcus aureus	Prokaryote	17	00001|Staphylococcus_aureus_chromosome	545001	550000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|018|00001|Staphylococcus_aureus_chromosome|580001	5000	Staphylococcus aureus	Prokaryote	18	00001|Staphylococcus_aureus_chromosome	580001	585000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|019|00001|Staphylococcus_aureus_chromosome|615001	5000	Staphylococcus aureus	Prokaryote	19	00001|Staphylococcus_aureus_chromosome	615001	620000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|020|00001|Staphylococcus_aureus_chromosome|650001	5000	Staphylococcus aureus	Prokaryote	20	00001|Staphylococcus_aureus_chromosome	650001	655000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|021|00001|Staphylococcus_aureus_chromosome|685001	5000	Staphylococcus aureus	Prokaryote	21	00001|Staphylococcus_aureus_chromosome	685001	690000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|022|00001|Staphylococcus_aureus_chromosome|720001	5000	Staphylococcus aureus	Prokaryote	22	00001|Staphylococcus_aureus_chromosome	720001	725000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|023|00001|Staphylococcus_aureus_chromosome|755001	5000	Staphylococcus aureus	Prokaryote	23	00001|Staphylococcus_aureus_chromosome	755001	760000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|024|00001|Staphylococcus_aureus_chromosome|790001	5000	Staphylococcus aureus	Prokaryote	24	00001|Staphylococcus_aureus_chromosome	790001	795000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|025|00001|Staphylococcus_aureus_chromosome|820001	5000	Staphylococcus aureus	Prokaryote	25	00001|Staphylococcus_aureus_chromosome	820001	825000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|026|00001|Staphylococcus_aureus_chromosome|855001	5000	Staphylococcus aureus	Prokaryote	26	00001|Staphylococcus_aureus_chromosome	855001	860000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|027|00001|Staphylococcus_aureus_chromosome|890001	5000	Staphylococcus aureus	Prokaryote	27	00001|Staphylococcus_aureus_chromosome	890001	895000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|028|00001|Staphylococcus_aureus_chromosome|925001	5000	Staphylococcus aureus	Prokaryote	28	00001|Staphylococcus_aureus_chromosome	925001	930000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|029|00001|Staphylococcus_aureus_chromosome|960001	5000	Staphylococcus aureus	Prokaryote	29	00001|Staphylococcus_aureus_chromosome	960001	965000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|030|00001|Staphylococcus_aureus_chromosome|995001	5000	Staphylococcus aureus	Prokaryote	30	00001|Staphylococcus_aureus_chromosome	995001	1000000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|031|00001|Staphylococcus_aureus_chromosome|1030001	5000	Staphylococcus aureus	Prokaryote	31	00001|Staphylococcus_aureus_chromosome	1030001	1035000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|032|00001|Staphylococcus_aureus_chromosome|1065001	5000	Staphylococcus aureus	Prokaryote	32	00001|Staphylococcus_aureus_chromosome	1065001	1070000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|033|00001|Staphylococcus_aureus_chromosome|1095001	5000	Staphylococcus aureus	Prokaryote	33	00001|Staphylococcus_aureus_chromosome	1095001	1100000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|034|00001|Staphylococcus_aureus_chromosome|1130001	5000	Staphylococcus aureus	Prokaryote	34	00001|Staphylococcus_aureus_chromosome	1130001	1135000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|035|00001|Staphylococcus_aureus_chromosome|1165001	5000	Staphylococcus aureus	Prokaryote	35	00001|Staphylococcus_aureus_chromosome	1165001	1170000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|036|00001|Staphylococcus_aureus_chromosome|1200001	5000	Staphylococcus aureus	Prokaryote	36	00001|Staphylococcus_aureus_chromosome	1200001	1205000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|037|00001|Staphylococcus_aureus_chromosome|1235001	5000	Staphylococcus aureus	Prokaryote	37	00001|Staphylococcus_aureus_chromosome	1235001	1240000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|038|00001|Staphylococcus_aureus_chromosome|1270001	5000	Staphylococcus aureus	Prokaryote	38	00001|Staphylococcus_aureus_chromosome	1270001	1275000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|039|00001|Staphylococcus_aureus_chromosome|1305001	5000	Staphylococcus aureus	Prokaryote	39	00001|Staphylococcus_aureus_chromosome	1305001	1310000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|040|00001|Staphylococcus_aureus_chromosome|1340001	5000	Staphylococcus aureus	Prokaryote	40	00001|Staphylococcus_aureus_chromosome	1340001	1345000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|041|00001|Staphylococcus_aureus_chromosome|1370001	5000	Staphylococcus aureus	Prokaryote	41	00001|Staphylococcus_aureus_chromosome	1370001	1375000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|042|00001|Staphylococcus_aureus_chromosome|1405001	5000	Staphylococcus aureus	Prokaryote	42	00001|Staphylococcus_aureus_chromosome	1405001	1410000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|043|00001|Staphylococcus_aureus_chromosome|1440001	5000	Staphylococcus aureus	Prokaryote	43	00001|Staphylococcus_aureus_chromosome	1440001	1445000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|044|00001|Staphylococcus_aureus_chromosome|1475001	5000	Staphylococcus aureus	Prokaryote	44	00001|Staphylococcus_aureus_chromosome	1475001	1480000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|045|00001|Staphylococcus_aureus_chromosome|1510001	5000	Staphylococcus aureus	Prokaryote	45	00001|Staphylococcus_aureus_chromosome	1510001	1515000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|046|00001|Staphylococcus_aureus_chromosome|1545001	5000	Staphylococcus aureus	Prokaryote	46	00001|Staphylococcus_aureus_chromosome	1545001	1550000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|047|00001|Staphylococcus_aureus_chromosome|1580001	5000	Staphylococcus aureus	Prokaryote	47	00001|Staphylococcus_aureus_chromosome	1580001	1585000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|048|00001|Staphylococcus_aureus_chromosome|1615001	5000	Staphylococcus aureus	Prokaryote	48	00001|Staphylococcus_aureus_chromosome	1615001	1620000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|049|00001|Staphylococcus_aureus_chromosome|1645001	5000	Staphylococcus aureus	Prokaryote	49	00001|Staphylococcus_aureus_chromosome	1645001	1650000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|050|00001|Staphylococcus_aureus_chromosome|1680001	5000	Staphylococcus aureus	Prokaryote	50	00001|Staphylococcus_aureus_chromosome	1680001	1685000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|051|00001|Staphylococcus_aureus_chromosome|1715001	5000	Staphylococcus aureus	Prokaryote	51	00001|Staphylococcus_aureus_chromosome	1715001	1720000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|052|00001|Staphylococcus_aureus_chromosome|1750001	5000	Staphylococcus aureus	Prokaryote	52	00001|Staphylococcus_aureus_chromosome	1750001	1755000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|053|00001|Staphylococcus_aureus_chromosome|1785001	5000	Staphylococcus aureus	Prokaryote	53	00001|Staphylococcus_aureus_chromosome	1785001	1790000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|054|00001|Staphylococcus_aureus_chromosome|1820001	5000	Staphylococcus aureus	Prokaryote	54	00001|Staphylococcus_aureus_chromosome	1820001	1825000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|055|00001|Staphylococcus_aureus_chromosome|1855001	5000	Staphylococcus aureus	Prokaryote	55	00001|Staphylococcus_aureus_chromosome	1855001	1860000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|056|00001|Staphylococcus_aureus_chromosome|1890001	5000	Staphylococcus aureus	Prokaryote	56	00001|Staphylococcus_aureus_chromosome	1890001	1895000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|057|00001|Staphylococcus_aureus_chromosome|1920001	5000	Staphylococcus aureus	Prokaryote	57	00001|Staphylococcus_aureus_chromosome	1920001	1925000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|058|00001|Staphylococcus_aureus_chromosome|1955001	5000	Staphylococcus aureus	Prokaryote	58	00001|Staphylococcus_aureus_chromosome	1955001	1960000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|059|00001|Staphylococcus_aureus_chromosome|1990001	5000	Staphylococcus aureus	Prokaryote	59	00001|Staphylococcus_aureus_chromosome	1990001	1995000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|060|00001|Staphylococcus_aureus_chromosome|2025001	5000	Staphylococcus aureus	Prokaryote	60	00001|Staphylococcus_aureus_chromosome	2025001	2030000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|061|00001|Staphylococcus_aureus_chromosome|2060001	5000	Staphylococcus aureus	Prokaryote	61	00001|Staphylococcus_aureus_chromosome	2060001	2065000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|062|00001|Staphylococcus_aureus_chromosome|2095001	5000	Staphylococcus aureus	Prokaryote	62	00001|Staphylococcus_aureus_chromosome	2095001	2100000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|063|00001|Staphylococcus_aureus_chromosome|2130001	5000	Staphylococcus aureus	Prokaryote	63	00001|Staphylococcus_aureus_chromosome	2130001	2135000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|064|00001|Staphylococcus_aureus_chromosome|2165001	5000	Staphylococcus aureus	Prokaryote	64	00001|Staphylococcus_aureus_chromosome	2165001	2170000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|065|00001|Staphylococcus_aureus_chromosome|2195001	5000	Staphylococcus aureus	Prokaryote	65	00001|Staphylococcus_aureus_chromosome	2195001	2200000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|066|00001|Staphylococcus_aureus_chromosome|2230001	5000	Staphylococcus aureus	Prokaryote	66	00001|Staphylococcus_aureus_chromosome	2230001	2235000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|067|00001|Staphylococcus_aureus_chromosome|2265001	5000	Staphylococcus aureus	Prokaryote	67	00001|Staphylococcus_aureus_chromosome	2265001	2270000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|068|00001|Staphylococcus_aureus_chromosome|2300001	5000	Staphylococcus aureus	Prokaryote	68	00001|Staphylococcus_aureus_chromosome	2300001	2305000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|069|00001|Staphylococcus_aureus_chromosome|2335001	5000	Staphylococcus aureus	Prokaryote	69	00001|Staphylococcus_aureus_chromosome	2335001	2340000	80 evenly spaced non-overlapping exact-length fragments per species
