pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221181	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221181/ERR2221181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221181/ERR2221181_2.fastq.gz	Lachnospiraceae_nov__ERR2221181.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221181	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221183	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221183/ERR2221183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221183/ERR2221183_2.fastq.gz	Lachnospiraceae_nov__ERR2221183.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221183	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221187	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221187/ERR2221187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221187/ERR2221187_2.fastq.gz	Lachnospiraceae_nov__ERR2221187.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221187	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221212	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2221212/ERR2221212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2221212/ERR2221212_2.fastq.gz	Lachnospiraceae_nov__ERR2221212.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221212	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221263	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221263/ERR2221263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221263/ERR2221263_2.fastq.gz	Lachnospiraceae_nov__ERR2221263.json	0.0	GCF_000194115.1	0.0	0.0	Lachnospiraceae_nov__ERR2221263	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221266	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2221266/ERR2221266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2221266/ERR2221266_2.fastq.gz	Lachnospiraceae_nov__ERR2221266.json	0.0	NZ_POVP01000001	0.0	0.0	Lachnospiraceae_nov__ERR2221266	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221278	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221278/ERR2221278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221278/ERR2221278_2.fastq.gz	Lachnospiraceae_nov__ERR2221278.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221278	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221285	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221285/ERR2221285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221285/ERR2221285_2.fastq.gz	Lachnospiraceae_nov__ERR2221285.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221285	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221344	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2221344/ERR2221344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2221344/ERR2221344_2.fastq.gz	Lachnospiraceae_nov__ERR2221344.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221344	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221369	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221369/ERR2221369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221369/ERR2221369_2.fastq.gz	Lachnospiraceae_nov__ERR2221369.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2221369	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2221389	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221389/ERR2221389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221389/ERR2221389_2.fastq.gz	Lachnospiraceae_nov__ERR2221389.json	0.0	GCF_000309645.1	0.0	0.0	Lachnospiraceae_nov__ERR2221389	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230050	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/000/ERR2230050/ERR2230050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/000/ERR2230050/ERR2230050_2.fastq.gz	Lachnospiraceae_nov__ERR2230050.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230050	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230056	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/006/ERR2230056/ERR2230056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/006/ERR2230056/ERR2230056_2.fastq.gz	Lachnospiraceae_nov__ERR2230056.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230056	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230057	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/007/ERR2230057/ERR2230057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/007/ERR2230057/ERR2230057_2.fastq.gz	Lachnospiraceae_nov__ERR2230057.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230057	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230058	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/008/ERR2230058/ERR2230058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/008/ERR2230058/ERR2230058_2.fastq.gz	Lachnospiraceae_nov__ERR2230058.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230058	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230083	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/003/ERR2230083/ERR2230083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/003/ERR2230083/ERR2230083_2.fastq.gz	Lachnospiraceae_nov__ERR2230083.json	0.0	GCF_000283135.1	0.0	0.0	Lachnospiraceae_nov__ERR2230083	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230113	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/003/ERR2230113/ERR2230113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/003/ERR2230113/ERR2230113_2.fastq.gz	Lachnospiraceae_nov__ERR2230113.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230113	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230114	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/004/ERR2230114/ERR2230114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/004/ERR2230114/ERR2230114_2.fastq.gz	Lachnospiraceae_nov__ERR2230114.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230114	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230144	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/004/ERR2230144/ERR2230144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/004/ERR2230144/ERR2230144_2.fastq.gz	Lachnospiraceae_nov__ERR2230144.json	0.0		0.0	0.0	Lachnospiraceae_nov__ERR2230144	species
	0.0	Lachnospiraceae	Lachnospiraceae nov. ERR2230148	unclassified Lachnospiraceae	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	186803.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/008/ERR2230148/ERR2230148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/008/ERR2230148/ERR2230148_2.fastq.gz	Lachnospiraceae_nov__ERR2230148.json	0.0	GCF_000204985.1	0.0	0.0	Lachnospiraceae_nov__ERR2230148	species
	0.0	[Clostridium] aerotolerans DSM 5434	Lacrimispora aerotolerans	Lacrimispora	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1410651.0		GCF_000687555.1	2558860131.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Anaerobe	0.0	Motile		4732373.0	4369.0	2005146.0	42.0	4284.0	98.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/555/GCF_000687555.1_ASM68755v1	Lacrimispora_aerotolerans.json			0.0		Lacrimispora_aerotolerans	species
	0.0	[Clostridium] indolis DSM 755	Lacrimispora indolis	Lacrimispora	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1304881.0		GCF_000526995.1	2524614838.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Anaerobe	0.0	Motile	0.0	6383701.0	5902.0	2868247.0	45.0	5801.0	98.29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/995/GCF_000526995.1_ASM52699v1	Lacrimispora_indolis.json	0.0				Lacrimispora_indolis	species
Clostridium saccharolyticum WM1 (610130.3)	1.0	[Clostridium] saccharolyticum WM1	Lacrimispora saccharolytica	Lacrimispora	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	610130.0	610130.3	GCF_000144625.1	648028018.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Unclassified	Gram+	Anaerobe		Motile	0.0	4662871.0	4388.0	2098513.0	45.0	4299.0	97.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/625/GCF_000144625.1_ASM14462v1	Lacrimispora_saccharolytica.json	0.0				Lacrimispora_saccharolytica	species
	0.0	[Clostridium] sphenoides JCM 1415	Lacrimispora sphenoides	Lacrimispora	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1297793.0		GCF_900105615.1	2675902961.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes		0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	5300135.0	4875.0	2319782.0	44.0	4773.0	97.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/615/GCF_900105615.1_IMG-taxon_2675902961_annotated_assembly	Lacrimispora_sphenoides.json	0.0			0.0	Lacrimispora_sphenoides	species
	0.0	Lacticaseibacillus camelliae DSM 22697 = JCM 13995	Lacticaseibacillus camelliae	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1423730.0		GCF_001311195.1	2657244955.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	2552537.0	2504.0	1414312.0	55.0	2433.0	97.16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/311/195/GCF_001311195.1_ASM131119v1	Lacticaseibacillus_camelliae.json	0.0	GCF_001311195.1	0.0	0.0	Lacticaseibacillus_camelliae	species
			Lacticaseibacillus casei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0				46.0				Lacticaseibacillus_casei.json	0.0		0.0	0.0	Lacticaseibacillus_casei	species
	0.0	Lacticaseibacillus manihotivorans DSM 13343 = JCM 12514	Lacticaseibacillus manihotivorans	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1423769.0		GCF_001435035.1	2713896728.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	3074607.0	3158.0	1466794.0	48.0	3080.0	97.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/435/035/GCF_001435035.1_ASM143503v1	Lacticaseibacillus_manihotivorans.json	0.0	GCF_001435035.1	0.0	0.0	Lacticaseibacillus_manihotivorans	species
	2.0		Lacticaseibacillus paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								Lacticaseibacillus_paracasei.json	0.0				Lacticaseibacillus_paracasei	species
			Lacticaseibacillus rhamnosus	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								Lacticaseibacillus_rhamnosus.json					Lacticaseibacillus_rhamnosus	species
Lactobacillus zeae KCTC 3804 (1046597.4)	1.0	Lacticaseibacillus zeae DSM 20178 = KCTC 3804	Lacticaseibacillus zeae	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1046597.0	1046597.4	GCF_001433745.1		PMID:31275260	Literature research	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							https://www.ncbi.nlm.nih.gov/assembly/GCF_001433745.1	Lacticaseibacillus_zeae.json	0.0		0.0	0.0	Lacticaseibacillus_zeae	species
	0.0		Lactiplantibacillus paraplantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0	0	0.0				44.0				Lactiplantibacillus_paraplantarum.json	0.0		0.0	0.0	Lactiplantibacillus_paraplantarum	species
Lactobacillus pentosus KCA1 (1136177.4)	2.0	Lactiplantibacillus pentosus KCA1	Lactiplantibacillus pentosus	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1136177.0	1136177.4	GCF_000271445.1	2597489899.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Facultative anaerobe		0		3426323.0	3136.0	1586165.0	46.0	3036.0	96.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/445/GCF_000271445.1_KCA1_v9	Lactiplantibacillus_pentosus.json		GCF_000409835.1			Lactiplantibacillus_pentosus	species
			Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Lactiplantibacillus_plantarum.json	0.0		0.0	0.0	Lactiplantibacillus_plantarum	species
			Lactobacillus acidophilus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0	0	0.0								Lactobacillus_acidophilus.json					Lactobacillus_acidophilus	species
Lactobacillus amylolyticus DSM 11664 (585524.3)	2.0	Lactobacillus amylolyticus DSM 11664	Lactobacillus amylolyticus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	585524.0	585524.3	GCF_001435665.1	2671180773.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Fermented beverages	Gram+	Microaerophile	0.0	0	0.0	1520462.0	1620.0	581827.0	38.0	1573.0	97.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/435/665/GCF_001435665.1_ASM143566v1	Lactobacillus_amylolyticus.json	0.0				Lactobacillus_amylolyticus	species
	2.0		Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Mammals		Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile					38.0				Lactobacillus_amylovorus.json		GCF_000182855.2			Lactobacillus_amylovorus	species
	0.0	Lactobacillus apis	Lactobacillus apis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	303541.0		GCF_002837055.1	2814123166.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Microaerophile	0.0	0	0.0	1577798.0	1585.0	575967.0	37.0	1530.0	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/055/GCF_002837055.1_ASM283705v1	Lactobacillus_apis.json	0.0	GCF_002837055.1	0.0	0.0	Lactobacillus_apis	species
			Lactobacillus crispatus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative	0.0	Nonmotile					37.0				Lactobacillus_crispatus.json					Lactobacillus_crispatus	species
			Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0				50.0				Lactobacillus_delbrueckii.json					Lactobacillus_delbrueckii	species
	0.0		Lactobacillus equicursoris	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human				2534682224.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Urethra	Excretory system	Gram+	Aerobe	0.0	0	0.0	2355793.0	2035.0	1125802.0	48.0	2030.0	99.75		Lactobacillus_equicursoris.json	0.0		0.0	0.0	Lactobacillus_equicursoris	species
			Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0						35.0				Lactobacillus_gasseri.json					Lactobacillus_gasseri	species
	2.0		Lactobacillus helveticus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0						37.0				Lactobacillus_helveticus.json					Lactobacillus_helveticus	species
			Lactobacillus iners	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human															Gram+												Lactobacillus_iners.json					Lactobacillus_iners	species
	0.0	Lactobacillus intestinalis	Lactobacillus intestinalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	151781.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221123/ERR2221123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221123/ERR2221123_2.fastq.gz	Lactobacillus_intestinalis.json	0.0	GCF_000191705.1	0.0	0.0	Lactobacillus_intestinalis	species
			Lactobacillus jensenii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human		Reproductive system	Gram+	Aerobe	0.0	Nonmotile									Lactobacillus_jensenii.json					Lactobacillus_jensenii	species
			Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Microaerophile	0.0		0.0								Lactobacillus_johnsonii.json					Lactobacillus_johnsonii	species
	0.0	Lactobacillus kalixensis DSM 16043	Lactobacillus kalixensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1423763.0		GCF_001434335.1	2660238416.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Aerobe	0.0	0	0.0	2067521.0	2031.0	746084.0	36.0	1949.0	95.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/335/GCF_001434335.1_ASM143433v1	Lactobacillus_kalixensis.json	0.0	GCF_001434335.1		0.0	Lactobacillus_kalixensis	species
Lactobacillus kefiranofaciens ZW3 (1033837.3)	1.0	Lactobacillus kefiranofaciens ZW3	Lactobacillus kefiranofaciens	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1033837.0	1033837.3	GCF_000214785.1	650716047.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Dairy products	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2354088.0	2222.0	879389.0	37.0	2162.0	97.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/785/GCF_000214785.1_ASM21478v1	Lactobacillus_kefiranofaciens.json	0.0				Lactobacillus_kefiranofaciens	species
	0.0	Lactobacillus	Lactobacillus nov. ERR2221311	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1578.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221311/ERR2221311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221311/ERR2221311_2.fastq.gz	Lactobacillus_nov__ERR2221311.json	0.0	GCF_000626575.1	0.0	0.0	Lactobacillus_nov__ERR2221311	species
	0.0	Lactobacillus	Lactobacillus nov. ERR2221384	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1578.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2221384/ERR2221384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2221384/ERR2221384_2.fastq.gz	Lactobacillus_nov__ERR2221384.json	0.0		0.0	0.0	Lactobacillus_nov__ERR2221384	species
	2.0		Lactobacillus paragasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Aerobe	0.0						35.0				Lactobacillus_paragasseri.json					Lactobacillus_paragasseri	species
Lactobacillus pasteurii CRBIP 24.76 (1203066.3)	1.0	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76	Lactobacillus pasteurii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1203066.0	1203066.3	GCF_004354755.1		PMID:31275260	Literature research	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							https://www.ncbi.nlm.nih.gov/assembly/GCF_004354755.1	Lactobacillus_pasteurii.json	0.0		0.0	0.0	Lactobacillus_pasteurii	species
