contigs	predictions
k141_41678	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_15892	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_31074	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_19811	
k141_34669	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis
k141_56081	
k141_38315	
k141_9106	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium limicola
k141_12593	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga
k141_19813	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_49396	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_34671	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_56083	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Hydrogenobaculum
k141_15901	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola
k141_41692	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae
k141_49397	
k141_1951	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
k141_31075	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum
k141_41694	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_34679	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_1953	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae
k141_1954	Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;Wolinella succinogenes
k141_27134	
k141_19819	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus
k141_15907	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_56094	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
k141_31076	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_19822	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_34683	
k141_1956	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
k141_19823	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_56098	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_27143	Bacteria
k141_49414	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_41707	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_19826	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_56102	Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;Wolinella succinogenes
k141_38341	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_12612	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_22964	Bacteria;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus oralis
k141_15911	Bacteria;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus oralis
k141_27151	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_38346	
k141_9112	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
k141_56109	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_22965	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_12615	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_38347	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_19833	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_49426	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_15916	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_9113	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_12618	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_22969	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica
k141_56112	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_15920	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_22972	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_19838	
k141_27158	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_15921	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_49431	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
k141_56114	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_15922	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_12628	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_9127	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_49436	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
k141_41722	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_38363	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_12629	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus
k141_22978	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_41727	Bacteria;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio
k141_15924	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_1971	Bacteria;Bacillota
k141_38365	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_34688	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_1973	Bacteria;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema
k141_45374	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
k141_9135	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia
k141_22981	
k141_19842	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_38367	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_56131	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
k141_15929	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
k141_49446	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_27175	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
k141_15930	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_38368	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_34696	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
k141_12645	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_41742	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_12646	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Hydrogenobaculum
k141_27178	
k141_9145	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_15934	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_45384	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis
k141_41743	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae
k141_1980	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_38376	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus aurantiacus
k141_22983	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_15937	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
k141_49457	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales
k141_1981	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_22988	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_34700	Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga
k141_22990	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_19864	
k141_12648	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_49462	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_9159	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales
k141_38377	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_1986	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_22991	Bacteria;Pseudomonadota
k141_5254	
k141_34708	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_49464	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_38378	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_19867	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_27195	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_12654	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_56134	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
k141_49466	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_34713	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_22996	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_38384	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_12656	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_1993	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_56136	
k141_12657	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_49470	
k141_52455	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium limicola
k141_45386	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_41753	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium;Halobacterium salinarum
k141_56137	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_34722	
k141_19883	
k141_49476	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
k141_5271	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
k141_56140	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_38397	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_9166	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
k141_34726	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_56141	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_2008	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_38398	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola
k141_31077	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
k141_56143	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Hydrogenobaculum
k141_22997	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
k141_49489	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
k141_34731	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales
k141_45404	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas europaea
k141_2014	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_22999	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_27215	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
k141_45407	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_12659	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_19901	
k141_15954	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula baltica
k141_5277	Bacteria;Bacillota
k141_56145	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_41759	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_23000	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_5278	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica
k141_45410	
k141_19905	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_15957	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_56147	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_27223	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
k141_31088	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_34744	
k141_2022	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis
k141_41763	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_9172	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_52480	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_23008	Bacteria;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema
k141_5283	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum
k141_49495	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
k141_45417	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_31091	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_15959	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_19909	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_9179	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_49496	
k141_27227	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_31093	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae
k141_5287	
k141_27228	Bacteria;Aquificota;Aquificia;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;Sulfurihydrogenibium sp. YO3AOP1
k141_9181	
k141_31094	Archaea;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis
k141_52491	Bacteria;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio;Acetivibrio thermocellus
k141_23015	Bacteria;Pseudomonadota
k141_15963	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_41775	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_31095	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_49503	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum
k141_5290	
k141_15964	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
k141_23018	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_9187	
k141_34757	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_52495	Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rhodopirellula
k141_49510	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_31102	
k141_2032	Archaea;Methanobacteriota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium
k141_34760	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_49512	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_41792	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_5294	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
k141_15969	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica
k141_27250	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_2033	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus islandicus
k141_15970	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_19924	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_5295	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_45418	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_41795	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus aurantiacus
k141_2036	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia xenovorans
k141_27251	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_15973	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae
k141_49520	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_56149	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
k141_27253	Bacteria;Pseudomonadota;Gammaproteobacteria
k141_41801	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_2042	Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;Wolinella succinogenes
k141_19927	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
k141_27254	Archaea;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis
k141_5304	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_52498	Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae
k141_15981	
k141_2046	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_45432	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum
k141_34767	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis
k141_49530	Bacteria;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides
k141_34768	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
k141_41813	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas marginalis
