Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
megahit-co__c015886_1	-	GH3(73-295)	GH3_e252(73-294)	GH3	3	GH3_e252	-
megahit-co__c015898_5	-	GH127(18-564)	GH127_e14(18-564)	GH127	3	GH127_e14	-
megahit-co__c015898_7	-	CE4(93-227)	CE4_e371(95-228)	-	2	CE4_e371	-
megahit-co__c015898_71	2.4.1.1:156	GT35(101-814)	GT35_e0(101-814)	GT35	3	GT35_e0	-
megahit-co__c015898_72	2.4.1.21:9	GT5(2-474)	GT5_e9(2-473)	GT5	3	GT5_e9	-
megahit-co__c015898_74	-	-	-	CBM48+GH13_9	1	-	-
megahit-co__c015898_75	2.4.1.18:51|2.4.1.18:14	CBM48(30-113)+GH13_9(187-481)	CBM48_e2(29-121)+GH13_e200(187-481)	CBM48+GH13_9	3	CBM48_e2|GH13_9	alpha-glucan
megahit-co__c015898_79	-|-	-	CBM50_e479(157-198)+CBM50_e479(298-341)	CBM50	2	CBM50_e479|CBM50_e479	chitin
megahit-co__c015914_5	-	GH188(3-181)	GH188_e1(4-182)	-	2	GH188_e1	glycolipid
megahit-co__c015917_5	-	-	-	GH1	1	-	-
megahit-co__c015920_3	-	-	-	GH5_11	1	-	-
megahit-co__c015931_1	-	-	-	GT9	1	-	-
megahit-co__c015947_1	-	-	CE14_e61(43-120)	-	1	-	-
megahit-co__c015947_2	-	-	GT2(2-202)	GT2	2	GT2	-
megahit-co__c015955_3	-	GT83(7-401)	GT83_e115(11-362)	-	2	GT83_e115	-
megahit-co__c015959_2	-|3.2.1.141:2	GH13_10(117-362)	CBM48_e189(3-96)+GH13_e258(117-362)	CBM48+GH13_10	3	CBM48_e189|GH13_10	alpha-glucan
megahit-co__c015964_1	-	GT2(202-326)	GT2(202-327)	GT2	3	GT2	-
megahit-co__c015979_2	-	-	GH13_e7(142-255)	GH13_33	2	GH13_e7	-
megahit-co__c015985_2	-	GT83(13-319)	GT83_e131(17-318)	-	2	GT83_e131	-
megahit-co__c015991_1	-	-	-	CE20	1	-	-
megahit-co__c015993_15	-	-	-	GT1	1	-	-
megahit-co__c016018_12	-	CE14(11-116)	CE14_e33(11-116)	CE14	3	CE14_e33	-
megahit-co__c016035_1	-	-	-	GH13_11	1	-	-
megahit-co__c016041_1	-|-	GH13_47(104-391)	CBM48_e97(1-45)+GH13_e84(103-391)	CBM48+GH13	3	CBM48_e97|GH13_47	alpha-glucan
megahit-co__c016050_3	-	-	-	GT4	1	-	-
megahit-co__c016054_24	-	-	-	GT1	1	-	-
megahit-co__c016054_26	-	-	-	GT1	1	-	-
megahit-co__c016054_3	-	-	-	GT2	1	-	-
megahit-co__c016054_4	-	-	-	GT1	1	-	-
megahit-co__c016054_5	-	-	-	GT2	1	-	-
megahit-co__c016054_7	-	-	-	GT2	1	-	-
megahit-co__c016072_2	-	-	-	GH1	1	-	-
megahit-co__c016076_1	-	-	-	GH0	1	-	-
megahit-co__c016081_12	-	-	-	GH101	1	-	-
megahit-co__c016081_22	-	-	-	CBM50	1	-	-
megahit-co__c016081_29	-	-	-	AA3_2+AA3_2	1	-	-
megahit-co__c016082_14	-	GT2(211-327)	GT2(211-327)	GT2	3	GT2	-
megahit-co__c016095_13	-	-	-	GT33	1	-	-
megahit-co__c016104_9	-	-	-	GH28	1	-	-
megahit-co__c016112_2	-	-	-	GH47	1	-	-
megahit-co__c016113_1	-	GH13_3(230-452)	GH13_e41(228-454)	GH13_3	3	GH13_3	-
megahit-co__c016123_2	-	-	-	CBM50	1	-	-
megahit-co__c016136_2	-	-	-	GH36	1	-	-
megahit-co__c016137_1	-	GT2(46-270)	GT2(46-270)	GT2	3	GT2	-
megahit-co__c016137_2	-	GT4(150-296)	GT4_e3304(148-297)	GT4	3	GT4_e3304	-
megahit-co__c016144_1	-	-	-	GT2	1	-	-
megahit-co__c016152_2	-	-	-	GH13	1	-	-
megahit-co__c016167_23	-	-	-	GH0	1	-	-
megahit-co__c016167_38	-	-	-	GT4	1	-	-
megahit-co__c016167_61	-	-	-	GH0	1	-	-
megahit-co__c016182_24	3.2.1.41:14|3.2.1.1:4;3.2.1.41:14;3.2.1.68:2;3.2.1.-:2|3.2.1.41:4|-	CBM41(37-135)+GH13_14(536-848)+CBM20(1026-1120)	CBM41_e6(37-133)+CBM48_e14(368-459)+GH13_e130(536-848)+CBM20_e33(1026-1120)	CBM20+CBM41+CBM48+GH13_14	3	CBM41_e6|CBM48_e14|GH13_14|CBM20_e33	-;alpha-glucan;beta-glucan
megahit-co__c016182_35	3.2.1.4:33|3.2.1.4:2	GH5_2(111-359)+CBM28(393-612)	GH5_e90(112-359)+CBM28_e1(393-612)	CBM28+GH5_2	3	GH5_2|CBM28_e1	beta-glucan;cellulose
megahit-co__c016188_2	-	-	-	CBM48+GH13_9	1	-	-
megahit-co__c016201_11	-	-	-	CBM47	1	-	-
megahit-co__c016201_5	-	-	-	GH29	1	-	-
megahit-co__c016201_6	-	-	-	GH29	1	-	-
megahit-co__c016207_3	-	-	-	GH13_26	1	-	-
megahit-co__c016210_1	-	CE14(9-116)	CE14_e24(10-116)	CE14	3	CE14_e24	-
megahit-co__c016237_1	-	-	-	CBM5	1	-	-
megahit-co__c016237_32	-	GT5(7-481)	GT5_e43(7-481)	GT5	3	GT5_e43	-
megahit-co__c016237_51	-	-	-	GT2	1	-	-
megahit-co__c016237_8	-|-|-	CBM63(148-223)+CBM32(271-386)	CBM63_e11(43-115)+CBM63_e11(148-222)+CBM32_e217(271-384)	CBM12+CBM32+CBM63	3	CBM63_e11|CBM63_e11|CBM32_e217	cellulose;host glycan
megahit-co__c016256_2	-	-	-	CE11	1	-	-
megahit-co__c016267_40	-	CE7(46-303)	-	-	1	-	-
megahit-co__c016281_1	-	CBM20(202-288)	CBM20_e28(202-286)	CBM20+GH13_32	3	CBM20_e28	alpha-glucan
megahit-co__c016298_1	-	-	-	GT2	1	-	-
megahit-co__c016314_2	-|-	CE4(21-99)	CE4_e457(21-99)+CBM12_e50(329-362)	CBM12+CE4	3	CE4_e457|CBM12_e50	chitin
megahit-co__c016326_4	-	-	GT121_e409(324-450)	-	1	-	bacterial outer membrane (OM) polysaccharides
megahit-co__c016350_1	-	-	-	GT4	1	-	-
megahit-co__c016371_16	-|-	CBM57(1885-2043)+CBM57(2231-2383)	CBM57_e46(1886-2043)+CBM57_e46(2231-2383)	CBM0	3	CBM57_e46|CBM57_e46	host glycan
megahit-co__c016371_17	-	CBM57(779-942)	CBM57_e19(781-942)	CBM57	3	CBM57_e19	host glycan
megahit-co__c016371_2	3.2.1.177:12	GH31_3(239-668)	GH31_e31(239-668)	GH31_3	3	GH31_3	xyloglucan
megahit-co__c016371_37	-	-	GT4_e4416(213-354)	GT4	2	GT4_e4416	-
megahit-co__c016384_2	-	-	GT121_e160(268-411)	GT121	2	GT121_e160	bacterial outer membrane (OM) polysaccharides
megahit-co__c016384_4	-	GT26(115-286)	GT26_e168(116-286)	GT26	3	GT26_e168	-
megahit-co__c016396_2	-	-	-	GH13_11	1	-	-
megahit-co__c016401_2	-|-	-	CBM50_e382(26-69)+CBM50_e382(91-134)	AAS11814.1+CBM50	2	CBM50_e382|CBM50_e382	chitin
megahit-co__c016402_1	-	GH50(4-406)	GH50_e15(2-406)	GH50	3	GH50_e15	-
megahit-co__c016416_11	-	-	-	GT1	1	-	-
megahit-co__c016416_19	-	CBM51(500-630)	CBM51_e34(500-630)	CBM0	3	CBM51_e34	host glycan
megahit-co__c016416_2	-	-	-	CBM60	1	-	-
megahit-co__c016419_29	-	-	-	GH9	1	-	-
megahit-co__c016434_1	-	-	-	GH28	1	-	-
megahit-co__c016490_2	-	-	GT2(20-238)	GT2	2	GT2	-
megahit-co__c016492_1	-	-	-	GT35	1	-	-
megahit-co__c016506_70	-	GT28(194-356)	GT28_e1(194-356)	GT28	3	GT28_e1	-
megahit-co__c016506_79	-	-	-	GT32	1	-	-
megahit-co__c016510_8	-|-	GH23(136-275)	GH23_e209(136-275)+CBM50_e21(386-427)	CBM50+GH23	3	GH23_e209|CBM50_e21	chitin
megahit-co__c016519_5	2.4.1.25:4;3.2.1.68:71|3.2.1.68:15	GH13_11(211-561)	CBM48_e3(40-142)+GH13_e48(210-561)	CBM48+GH13_11	3	CBM48_e3|GH13_11	alpha-glucan
megahit-co__c016525_5	-	AA3(26-473)	-	-	1	-	-
megahit-co__c016531_1	-	-	CBM50_e1783(101-148)	CBM50	2	CBM50_e1783	chitin
megahit-co__c016536_3	-	-	-	GH1	1	-	-
megahit-co__c016540_26	-	-	-	GT51	1	-	-
megahit-co__c016540_29	-	-	-	GT2	1	-	-
megahit-co__c016540_3	-	-	-	GH1	1	-	-
megahit-co__c016540_58	-	-	-	GT0	1	-	-
megahit-co__c016552_3	-	-	-	GT2	1	-	-
megahit-co__c016554_1	-	-	-	GT0	1	-	-
megahit-co__c016570_1	-	CE4(37-146)	-	-	1	-	-
megahit-co__c016570_2	-	CBM9(80-277)	-	-	1	-	-
megahit-co__c016572_2	-	GT4(77-231)	GT4_e4173(78-231)	GT4	3	GT4_e4173	-
megahit-co__c016573_1	-	-	-	GT2	1	-	-
megahit-co__c016593_1	-	-	-	GH13_26	1	-	-
megahit-co__c016597_1	-	-	-	GT9	1	-	-
megahit-co__c016616_1	-	-	-	GH13_16	1	-	-
megahit-co__c016630_10	-	-	-	GH28	1	-	-
megahit-co__c016630_18	-	-	-	GT2	1	-	-
megahit-co__c016634_5	-	-	-	GT9	1	-	-
megahit-co__c016636_2	-	-	-	GT51	1	-	-
megahit-co__c016637_2	-	-	-	GT4	1	-	-
megahit-co__c016642_1	-	-	-	GT2	1	-	-
megahit-co__c016686_2	4.2.2.29:3	GH104(12-154)	GH104_e26(12-154)	GH104	3	GH104_e26	peptidoglycan
megahit-co__c016690_3	-	AA7(367-567)	AA7_e9(367-565)	-	2	AA7_e9	-
megahit-co__c016697_2	-	-	-	GH28	1	-	-
megahit-co__c016701_1	-	-	PL42_e7(142-388)	GH105	2	PL42_e7	arabinogalactan
megahit-co__c016703_1	3.2.1.23:35	GH2_10(38-839)	GH2_e1(37-839)	GH2_10	3	GH2_10	beta-galactan
megahit-co__c016703_17	3.2.1.78:15|3.2.1.78:14	GH5_7(49-347)+CBM27(500-657)	GH5_e4(49-347)+CBM27_e4(500-657)	CBM27+GH5_7	3	GH5_7|CBM27_e4	beta-mannan
megahit-co__c016703_19	-	GT81(2-246)	GT81_e37(2-244)	GT81	3	GT81_e37	-
megahit-co__c016703_3	3.2.1.23:13	GH42(5-390)	GH42_e1(5-389)	GH42	3	GH42_e1	arabinogalactan
megahit-co__c016703_5	3.2.1.89:4|3.2.1.89:4	GH53(36-381)+CBM61(469-608)	GH53_e16(36-381)+CBM61_e0(469-608)	CBM61+GH53	3	GH53_e16|CBM61_e0	arabinogalactan;beta-galactan
megahit-co__c016715_2	-	GH13_48(296-392)	GH13_e150(293-445)	GH13	3	GH13_48	-
megahit-co__c016724_1	-	-	-	GT14	1	-	-
megahit-co__c016753_2	-	GT9(115-324)	GT9_e176(115-340)	GT9	3	GT9_e176	-
megahit-co__c016764_2	-	GT28(8-137)	GT28_e248(1-137)	-	2	GT28_e248	-
megahit-co__c016769_2	-	GH13(102-484)	GH13_e148(101-484)	AAM71992.1+GH13	3	GH13_e148	-
megahit-co__c016781_11	3.2.1.21:5	GH1(5-450)	GH1_e131(5-449)	GH1	3	GH1_e131	beta-glucan
megahit-co__c016781_3	-	-	-	GT2	1	-	-
megahit-co__c016781_4	-	-	-	GT2	1	-	-
megahit-co__c016796_2	-	-	-	GH38	1	-	-
megahit-co__c016805_3	-	GH177(42-200)	GH177_e4(43-189)	-	2	GH177_e4	host glycan
megahit-co__c016805_4	-	-	-	GH33	1	-	-
megahit-co__c016815_1	-	-	-	CE11	1	-	-
megahit-co__c016815_10	-	GT28(149-320)	GT28_e36(149-320)	GT28	3	GT28_e36	-
megahit-co__c016829_1	-	CBM51(437-525)	CBM51_e0(437-525)	CBM0	3	CBM51_e0	host glycan
megahit-co__c016840_1	-	-	-	GH131	1	-	-
megahit-co__c016840_10	-	GT119(17-382)	GT119_e145(19-382)	GT119	3	GT119_e145	peptidoglycan
megahit-co__c016840_8	-	-	-	GT28	1	-	-
megahit-co__c016840_9	-	GT28(201-360)	GT28_e43(201-360)	GT28	3	GT28_e43	-
megahit-co__c016845_2	-	-	-	GT22	1	-	-
megahit-co__c016871_1	-	-	-	GT4	1	-	-
megahit-co__c016872_9	-	PL10_3(124-420)	PL10_e12(124-420)	PL10_3	3	PL10_3	pectin
megahit-co__c016874_3	-	GT30(44-216)	GT30_e58(53-216)	AAM71835.1+GT30	3	GT30_e58	-
megahit-co__c016876_1	-	GT2(4-171)	GT2(5-171)	GT2	3	GT2	-
megahit-co__c016876_2	-	-	-	GT4	1	-	-
megahit-co__c016891_1	-	-	-	GT14	1	-	-
megahit-co__c016895_1	-	GT9(105-346)	GT9_e278(105-346)	GT9	3	GT9_e278	-
megahit-co__c016896_2	-	-	-	GT2	1	-	-
megahit-co__c016903_4	-	GT4(161-300)	GT4_e5256(160-300)	GT4	3	GT4_e5256	-
megahit-co__c016917_2	-	-	GT4_e2967(161-317)	GT0	2	GT4_e2967	-
megahit-co__c016931_15	-	GT2(7-176)	GT2(7-174)	GT2	3	GT2	-
megahit-co__c016931_7	-	-	-	GT4	1	-	-
megahit-co__c016956_1	-	-	GT1_e269(3-192)	AAM02190.1+GT1	2	GT1_e269	-
megahit-co__c016966_1	-	-	-	PL4_2	1	-	-
megahit-co__c016975_1	-	GH105(56-369)	GH105_e47(57-369)	GH105	3	GH105_e47	-
megahit-co__c016997_2	-	-	-	GT1	1	-	-
megahit-co__c017004_35	-	-	-	GH1	1	-	-
megahit-co__c017012_130	-	-	-	GT4	1	-	-
megahit-co__c017012_152	-	-	-	GH13_22+GH13_22+GT5	1	-	-
megahit-co__c017012_174	2.4.1.18:3	GH57_5(9-532)	GH57_e46(9-532)	GH57_5	3	GH57_5	beta-glucan
megahit-co__c017012_35	-	-	-	CBM50	1	-	-
megahit-co__c017012_37	-	GT4(195-347)	GT4_e8133(196-332)	GT4	3	GT4_e8133	-
megahit-co__c017012_4	-	GH39(97-458)	GH39_e269(95-385)	GH39	3	GH39_e269	-
megahit-co__c017012_43	-	GH31_20(227-614)	GH31_e57(227-614)	GH31_20	3	GH31_20	-
megahit-co__c017012_44	-|-|-	CBM34(493-618)+GH13_39(700-1051)	CBM34_e12(493-615)+GH13_e426(700-1051)+CBM20_e6(1517-1605)	CBM20+CBM34+GH13_39	3	CBM34_e12|GH13_39|CBM20_e6	alpha-glucan
megahit-co__c017012_73	-	-	-	CBM50	1	-	-
megahit-co__c017012_95	-	GT4(194-350)	GT4_e1555(197-349)	GT4	3	GT4_e1555	-
megahit-co__c017018_1	-	GT14(1-192)	GT14_e6(1-196)	GT14	3	GT14_e6	-
megahit-co__c017018_2	-	-	-	GT4	1	-	-
megahit-co__c017032_6	-	GT66(31-375)	-	-	1	-	-
megahit-co__c017043_1	2.4.1.1:7	GT35(5-307)	GT35_e9(2-307)	GT35	3	GT35_e9	-
megahit-co__c017058_1	-	GH146(1-205)	GH146_e15(1-205)	GH146	3	GH146_e15	arabinan
megahit-co__c017077_166	-	-	GT2(40-233)	GT0	2	GT2	-
megahit-co__c017077_20	-	GH109(115-280)	GH109_e2(117-278)	-	2	GH109_e2	host glycan
megahit-co__c017077_231	-	-	-	GT4	1	-	-
megahit-co__c017077_232	-	GH188(11-152)	GH109_e2(9-156)	-	2	GH109_e2	host glycan
megahit-co__c017094_1	-	-	-	GH39	1	-	-
megahit-co__c017097_1	-	GT4(2-108)	GT4_e5933(1-106)	-	2	GT4_e5933	-
megahit-co__c017109_1	-	CBM32(30-157)	CBM32_e361(33-157)	CBM32	3	CBM32_e361	host glycan
megahit-co__c017124_1	-	GT83(5-333)	GT83_e68(5-333)	GT83	3	GT83_e68	-
megahit-co__c017133_1	-	-	-	GT1	1	-	-
megahit-co__c017135_2	-	-	CBM50_e1959(183-220)	CBM50	2	CBM50_e1959	chitin
megahit-co__c017138_11	3.2.1.40:5	GH106(6-659)	GH106_e1(6-666)	GH106	3	GH106_e1	pectin
megahit-co__c017138_15	-	GH179(23-271)	GH179_e0(19-265)	-	2	GH179_e0	chitin
megahit-co__c017138_27	3.2.1.1:8	GH13_36(58-370)	GH13_e389(58-370)	GH13_36	3	GH13_36	alpha-glucan
megahit-co__c017142_1	-	-	-	GT2	1	-	-
megahit-co__c017146_1	-	-	-	GH1	1	-	-
megahit-co__c017152_7	-	-	-	GT0	1	-	-
megahit-co__c017153_1	4.2.2.2:22	PL1_6(53-264)	PL1_e68(53-264)	PL1_6	3	PL1_6	pectin
megahit-co__c017166_1	-	GT2(12-121)	GT2(13-199)	AAM71778.1+GT2	3	GT2	-
megahit-co__c017171_16	-	GT35(123-628)	GT35_e13(124-650)	GT35	3	GT35_e13	-
megahit-co__c017180_107	-	CBM9(67-238)	-	-	1	-	-
megahit-co__c017180_203	-	-	-	GT34	1	-	-
megahit-co__c017180_233	-	-	CBM48_e109(125-184)	CBM48	2	CBM48_e109	alpha-glucan
megahit-co__c017180_268	-	-	-	GH43_29	1	-	-
megahit-co__c017180_27	-	-	-	GH1	1	-	-
megahit-co__c017180_278	-	GH171(52-425)	GH171_e12(52-425)	GH171	3	GH171_e12	peptidoglycan
megahit-co__c017180_294	-	-	-	CE8	1	-	-
megahit-co__c017180_313	2.4.1.18:4|2.4.1.18:4|2.4.1.18:14	CBM48(143-228)+GH13_9(297-595)	CBM48_e134(43-130)+CBM48_e134(143-234)+GH13_e200(297-595)	CBM48+GH13_9	3	CBM48_e134|CBM48_e134|GH13_9	alpha-glucan
megahit-co__c017180_380	-	-	-	GH71	1	-	-
megahit-co__c017180_431	-	CBM9(60-222)	-	-	1	-	-
megahit-co__c017180_521	-	-	-	GH16_1+GH16_1	1	-	-
megahit-co__c017180_600	-	-	-	CBM6	1	-	-
megahit-co__c017180_678	-	-	-	GH5_29	1	-	-
megahit-co__c017180_722	-	-	GT2(18-146)	GT2	2	GT2	-
megahit-co__c017180_743	-|-|-	GH18(138-406)+CE4(487-603)+GT2(759-982)	GH18_e379(184-405)+CE4_e36(489-597)+GT2(758-1062)	CE4+GH18+GT2	3	GH18_e379|CE4_e36|GT2	-
megahit-co__c017180_759	-	CE1(199-357)	-	-	1	-	-
megahit-co__c017180_807	-	GT5(2-472)	GT5_e43(2-472)	GT5	3	GT5_e43	-
megahit-co__c017180_808	-	-	-	GH13_11	1	-	-
megahit-co__c017180_822	-	-	-	GH4	1	-	-
megahit-co__c017180_87	3.2.1.49:6;3.2.1.52:2	GH109(60-453)	GH109_e0(61-453)	GH109	3	GH109_e0	host glycan
megahit-co__c017183_1	-	GT2(25-157)	GT2(25-156)	GT2	3	GT2	-
megahit-co__c017183_3	-	-	-	GH0	1	-	-
megahit-co__c017192_2	-	GH179(23-196)	GH179_e0(23-189)	-	2	GH179_e0	chitin
megahit-co__c017211_1	-	GH57_3(5-114)	GH57_e71(5-115)	-	2	GH57_3	-
megahit-co__c017211_2	-	GH15(1-226)	GH15_e94(1-226)	GH15	3	GH15_e94	-
megahit-co__c017220_1	-	GT119(20-205)	GT119_e135(20-198)	GT119	3	GT119_e135	peptidoglycan
megahit-co__c017230_3	-	-	-	GH0	1	-	-
megahit-co__c017248_1	-	-	-	GT1	1	-	-
megahit-co__c017264_18	-	GT30(48-214)	GT30_e94(45-213)	GT30	3	GT30_e94	-
megahit-co__c017264_2	-	-	-	CBM0	1	-	-
megahit-co__c017265_3	-	GT2(2-226)	GT2(3-229)	GT2	3	GT2	-
megahit-co__c017265_9	-	GT26(395-564)	GT26_e91(395-564)	GT26	3	GT26_e91	-
megahit-co__c017294_1	3.2.1.1:2	GH13_24(1-128)	GH13_e23(1-127)	CBM48+GH13_13+GH13_32	3	GH13_24	alpha-glucan
megahit-co__c017296_1	-	SLH(51-92)	-	-	1	-	-
megahit-co__c017298_1	-	-	-	GH39	1	-	-
megahit-co__c017303_3	-	-	-	CBM50	1	-	-
megahit-co__c017317_1	-	-	-	CBM66+GH43_26	1	-	-
megahit-co__c017325_2	-	GT51(66-209)	GT51_e71(67-210)	GT51	3	GT51_e71	-
megahit-co__c017335_1	-	-	-	GT2	1	-	-
megahit-co__c017337_2	-	-	-	CE8	1	-	-
megahit-co__c017337_3	-	-	-	CBM2+CBM57	1	-	-
megahit-co__c017338_1	-	-	-	GT2	1	-	-
megahit-co__c017347_2	-	GH77(11-328)	GH77_e3(11-362)	GH77	3	GH77_e3	alpha-glucan
megahit-co__c017353_1	-	-	GT2(1-137)	GT2	2	GT2	-
megahit-co__c017353_4	-	-	GT4_e7689(209-334)	GT0	2	GT4_e7689	-
megahit-co__c017389_2	-	AA3(3-385)	-	-	1	-	-
megahit-co__c017395_1	-	-	GT66_e28(2-325)	GT66	2	GT66_e28	-
megahit-co__c017406_5	-	-	GH23_e671(83-141)	-	1	-	-
megahit-co__c017406_6	-	-	GH23_e1419(1-59)	-	1	-	-
megahit-co__c017410_12	-	-	CBM50_e507(195-236)	CBM50	2	CBM50_e507	chitin
megahit-co__c017414_1	-	-	-	CBM50	1	-	-
megahit-co__c017439_3	-	GT26(3-168)	GT26_e242(2-168)	GT26	3	GT26_e242	-
megahit-co__c017446_1	-	GT2(8-127)	GT2(8-137)	-	2	GT2	-
megahit-co__c017446_15	3.2.1.23:13	GH42(6-373)	GH42_e1(6-372)	GH42	3	GH42_e1	arabinogalactan
megahit-co__c017446_8	-	GH114(48-238)	GH114_e29(48-238)	GH114	3	GH114_e29	galactosaminogalactan
megahit-co__c017449_4	-	GH24(19-163)	GH24_e48(19-163)	GH24	3	GH24_e48	peptidoglycan
megahit-co__c017455_1	-	GH31_1(78-354)	GH31_e47(78-354)	GH31_1	3	GH31_1	-
megahit-co__c017475_3	-|-|-	GH18(39-308)+CBM32(335-450)+CBM32(458-576)	GH18_e788(41-307)+CBM32_e118(337-449)+CBM32_e3(460-576)	CBM32+GH18	3	GH18_e788|CBM32_e118|CBM32_e3	host glycan
megahit-co__c017475_35	-	-	-	CBM50	1	-	-
megahit-co__c017475_46	-|3.2.1.4:2;3.2.1.151:5|-|-|-	GH74(84-207)+GH74(223-316)+GH74(569-687)+CBM2(838-938)	GH74_e11(62-199)+GH74_e19(205-371)+GH74_e8(372-626)+GH74_e15(589-739)+CBM2_e141(838-938)	CBM2+GH74	3	GH74_e11|GH74_e19|GH74_e8|GH74_e15|CBM2_e141	cellulose;xyloglucan
megahit-co__c017475_48	-|3.2.1.4:7;3.2.1.91:10	CBM2(37-136)+GH6(248-457)	CBM2_e244(37-136)+GH6_e0(260-457)	CBM2+GH6	3	CBM2_e244|GH6_e0	cellulose
megahit-co__c017475_5	-	GH19(231-431)	GH19_e276(233-431)	CBM12+GH19_2	3	GH19_e276	-
megahit-co__c017498_1	-	GH3(68-313)	GH3_e232(68-313)	GH3	3	GH3_e232	-
megahit-co__c017503_10	-	-	-	GT22	1	-	-
megahit-co__c017503_101	-	-	-	GH101	1	-	-
megahit-co__c017503_105	-	GT81(2-194)	GT2(5-125)	GT2	3	GT2	-
megahit-co__c017503_109	-	GT119(21-362)	GT119_e82(23-361)	GT119	3	GT119_e82	peptidoglycan
megahit-co__c017503_2	-	-	-	GH131	1	-	-
megahit-co__c017503_38	-	-	-	CBM50	1	-	-
megahit-co__c017503_68	-	-	-	GT1	1	-	-
megahit-co__c017506_1	-	-	-	GH13_26	1	-	-
megahit-co__c017508_10	-|-|-	GH33(58-362)+CE19(833-1148)	GH33_e108(57-362)+GH33_e108(507-715)+CE15_e29(820-1145)	GH33	3	GH33_e108|GH33_e108|CE15_e29	host glycan;lignin
megahit-co__c017508_19	-	GH130_4(5-348)	GH130_e30(8-348)	GH130_4	3	GH130_4	beta-mannan
megahit-co__c017508_20	-	GT4(192-355)	GT4_e3610(192-355)	GT4	3	GT4_e3610	-
megahit-co__c017508_9	-	-	AA2_e20(131-246)	AA0	2	AA2_e20	lignin
megahit-co__c017511_1	-	-	-	GT0	1	-	-
megahit-co__c017516_3	3.2.1.39:2|-	GH81(65-690)+CBM13(822-916)+CBM13(896-970)	GH81_e12(67-704)+CBM13_e843(829-968)	CBM13+GH81	3	GH81_e12|CBM13_e843	beta-glucan;xylan
megahit-co__c017537_2	-	GH33(50-386)	GH33_e90(53-386)	GH33	3	GH33_e90	host glycan
megahit-co__c017542_1	-	-	-	GT1	1	-	-
megahit-co__c017542_2	-	-	-	GT2	1	-	-
megahit-co__c017555_40	-	-	-	GH13_48	1	-	-
megahit-co__c017555_52	-	GH13_48(294-593)	GH13_e150(294-591)	GH0	3	GH13_48	-
megahit-co__c017555_55	-	GT83(22-224)	-	-	1	-	-
megahit-co__c017574_3	-	-	-	GT2	1	-	-
megahit-co__c017575_1	-	GT4(165-309)	GT4_e7909(170-312)	GT4	3	GT4_e7909	-
megahit-co__c017580_2	-	-	AA12_e8(150-395)	-	1	-	polyphenol
megahit-co__c017582_1	-	-	-	CBM50	1	-	-
megahit-co__c017583_7	-|-	GT2(7-117)	GT2(6-227)+GT4_e2967(584-745)	GT2	3	GT2|GT4_e2967	-
megahit-co__c017589_1	-	-	-	GT1	1	-	-
megahit-co__c017595_7	-	-	-	GH130_3	1	-	-
megahit-co__c017610_1	-	-	-	GT0	1	-	-
megahit-co__c017612_7	-	-	GH10_e164(207-502)	GH0	2	GH10_e164	-
megahit-co__c017618_18	-	GT4(190-350)	GT4_e2996(191-351)	GT4	3	GT4_e2996	-
megahit-co__c017618_21	-	GH130_6(6-300)	GH130_e61(6-300)	GH130_6	3	GH130_6	beta-mannan
megahit-co__c017618_22	-	GH5_19(12-289)	GH5_e461(12-289)	GH5_19	3	GH5_19	-
megahit-co__c017631_5	-	GT4(191-352)	GT4_e3610(191-352)	GT4	3	GT4_e3610	-
megahit-co__c017631_6	-	GH130_9(12-306)	GH130_e10(12-306)	GH130_9	3	GH130_9	beta-mannan
megahit-co__c017632_2	-	-	-	CBM0	1	-	-
megahit-co__c017649_10	-	GT19(35-387)	GT19_e2(35-389)	GT19	3	GT19_e2	-
megahit-co__c017671_39	-	GH24(39-164)	GH24_e203(40-164)	GH24	3	GH24_e203	peptidoglycan
megahit-co__c017671_8	-	-	-	GH23	1	-	-
megahit-co__c017675_29	-|-	GT2(437-562)+GT2(696-914)	GT2(436-649)+GT2(696-934)	GT2	3	GT2|GT2	-
megahit-co__c017675_30	-|-	GT2(256-368)	GT2(255-483)+GT2(533-690)	GT2	3	GT2|GT2	-
megahit-co__c017678_1	-	GT4(142-297)	GT4_e3441(140-294)	GT4	3	GT4_e3441	-
megahit-co__c017691_3	-	-	GH23_e1361(41-163)	GH0	2	GH23_e1361	-
megahit-co__c017704_2	-	GH2_1(40-294)	GH2_e208(41-294)	GH2_1	3	GH2_1	-
megahit-co__c017715_4	-	GH186(39-395)	GH186_e7(39-395)	GH186	3	GH186_e7	beta-glucan
megahit-co__c017715_8	-	GT2(189-384)	GT2(90-392)	GT2	3	GT2	-
megahit-co__c017730_10	-	GT35(151-458)	GT35_e2(160-459)	AAB99652.1+GT35	3	GT35_e2	-
megahit-co__c017733_2	-	-	-	GH18	1	-	-
megahit-co__c017734_2	-	GT26(2-131)	GT26_e151(1-131)	GT26	3	GT26_e151	-
megahit-co__c017757_2	-	GT102(92-289)	GT102_e12(54-286)	-	2	GT102_e12	-
megahit-co__c017758_3	-	-	GT2(5-152)	GT2	2	GT2	-
megahit-co__c017766_1	2.4.1.1:7	GT35(33-364)	GT35_e9(33-364)	GT35	3	GT35_e9	-
megahit-co__c017773_1	-	GH13(313-682)	GH13_e270(320-681)	GH13	3	GH13_e270	-
