	CCMD34381688ST-21-0	G78505	G88884	G88970	G89027	H2M514903	H3M518116	HD-1	HD-5	HV-6	LD-48	M1.48.ST	M2.48.ST	M2.58.ST	N021	S353	SID530054	SZAXPI003417-4	T2D-025	T2D-063	T2D-105	YSZC12003_36795
UniRef90_A0A3E4XBK7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4XBR7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A3E4XCC7	-3	-2	-3	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XCP8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-2
UniRef90_A0A3E4XDY9	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4XDZ1	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4XE13	1	1	-3	1	1	-3	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4XE17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4XEF0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	1	-3	-3
UniRef90_A0A3E4XEG0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEG8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEH1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEH3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEH5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3
UniRef90_A0A3E4XEI1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3
UniRef90_A0A3E4XEI2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEI5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEI8	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEJ1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEJ3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEJ4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEJ6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEJ7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	1	-3	-3
UniRef90_A0A3E4XEK0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3
UniRef90_A0A3E4XEK3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEK6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEK7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEL0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4XEL3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEN5	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEP5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEP7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XEU2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XY73	-3	-3	-3	-3	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4XYE6	-3	-3	-3	-3	-3	-3	-3	-2	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XYF0	-3	-2	-3	1	-2	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4XYJ5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XYK7	-3	-3	-3	1	1	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4XZ01	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4XZ26	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XZA6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XZC7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4XZH6	-2	-3	-3	-3	-2	-3	1	-3	-3	1	-3	-3	-2	-3	-2	-3	-3	-2	-2	-2	-3	-3
UniRef90_A0A3E4XZI8	1	1	-2	1	1	-3	1	1	1	1	-1	1	1	1	1	-3	1	1	1	1	1	-1
UniRef90_A0A3E4XZJ6	-3	-3	-3	-3	-3	-3	-2	-3	-3	1	1	-3	-3	-3	-3	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4XZX4	-2	-3	-3	-2	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y016	1	-3	-3	-3	1	-3	1	1	1	1	1	1	-3	-3	-2	-3	1	1	1	1	1	-3
UniRef90_A0A3E4Y033	-3	1	-3	1	-3	1	-3	1	1	-3	-2	-3	-3	-3	1	-3	-3	1	1	-2	-3	-3
UniRef90_A0A3E4Y088	-3	-2	-3	-3	-3	-3	-3	-2	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y0H9	-3	-3	-3	-3	-3	-3	1	-3	1	1	1	-3	-3	-3	1	-3	-3	-3	1	-3	1	-3
UniRef90_A0A3E4Y0X2	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y0Y6	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3
UniRef90_A0A3E4Y196	-3	1	-3	-3	-3	-3	1	-3	1	1	1	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y1D7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y1F7	-3	-3	1	-3	-3	1	-1	-3	-3	-1	1	1	-3	-3	1	1	1	-1	1	1	-1	1
UniRef90_A0A3E4Y1J6	-3	-3	-3	-3	1	-3	-3	1	-3	-3	1	-2	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y1K5	-3	1	-3	-3	-3	-3	1	-3	-3	1	1	-3	-3	1	1	-3	1	1	1	1	-3	-3
UniRef90_A0A3E4Y1M7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y1M8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y1N9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y1P1	1	-3	-3	-3	-3	-3	1	1	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4Y1R5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y1S0	-3	1	-3	-3	-3	-3	1	-3	-3	1	1	-3	-3	1	1	-3	1	1	1	1	-3	-3
UniRef90_A0A3E4Y1U1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-2	-3	-3	-3	-3	-2	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y264	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4Y291	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1	-1	-3	-1	-3
UniRef90_A0A3E4Y2A4	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y2A6	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y2C2	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4Y2E7	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y2F6	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y2H4	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4Y2I8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y2M4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A3E4Y2W0	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y320	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4Y3A3	-3	-3	-3	-3	-3	-3	-2	-3	-2	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4Y3B3	-3	-3	-3	-3	-3	-3	-1	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	1	1	1	-3
UniRef90_A0A3E4Y3D9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2
UniRef90_A0A3E4Y3E4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y3H9	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y3I1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y406	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	1	-3
UniRef90_A0A3E4Y420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y485	-3	-3	-3	-3	-3	-3	-2	-3	-2	-2	-2	-3	-3	-3	-2	-3	-3	1	1	-2	-2	-3
UniRef90_A0A3E4Y4C9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	1	-3	-3
UniRef90_A0A3E4Y4D8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y4E0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y4E1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y4E4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y4F6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y4N2	-3	-3	-3	-3	-3	-3	-2	-3	1	1	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A3E4Y4V0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y4W4	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	-3	-3
UniRef90_A0A3E4Y506	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y574	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5B9	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-2	-2	-3	-3	-3
UniRef90_A0A3E4Y5C2	-3	-3	-3	-3	-3	-3	-2	1	-2	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5D3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3
UniRef90_A0A3E4Y5D8	-3	-3	-3	-3	-3	-3	-2	1	-2	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5E2	-3	-3	-3	-3	-3	-3	-2	1	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5F3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5I0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y5J6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A3E4Y5K6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A3E4Y5M1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A3E4Y5V8	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5X3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y5X5	-3	-3	-2	1	-2	1	-1	-1	1	1	-1	-3	-3	-3	-1	-2	1	-2	1	-2	-3	1
UniRef90_A0A3E4Y601	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3
UniRef90_A0A3E4Y606	-3	-3	-3	-3	-3	-3	1	1	-2	-3	1	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y616	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3	-3	1	-3	-3	-3	1	1	-3	-2	-3
UniRef90_A0A3E4Y626	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A3E4Y660	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y661	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y675	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A3E4Y6C5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y6F8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1	-3	1
UniRef90_A0A3E4Y6I1	-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y6I8	-3	-3	-3	-3	-3	-3	-1	-3	-3	1	-3	-3	-3	-3	-1	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y6I9	-3	-3	-3	-3	-3	-3	-3	-3	-2	-2	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-2
UniRef90_A0A3E4Y6J8	-2	-2	-3	-2	-3	-3	-2	-2	-2	-3	1	1	-2	-2	-2	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y6K7	-3	-3	-3	-3	-3	-3	-1	-3	-3	1	-3	-3	-3	-3	-1	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y6P4	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y6Q1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y741	-3	1	1	1	-3	-3	1	-3	1	1	1	-2	-2	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y748	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y768	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y775	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y778	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y781	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	1	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y794	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7A2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7C4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7C8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7C9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7D2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3
UniRef90_A0A3E4Y7D3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7D8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A3E4Y7E8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7F2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7F8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7G0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3
UniRef90_A0A3E4Y7G4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7G8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3
UniRef90_A0A3E4Y7H3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7I6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	1	-3
UniRef90_A0A3E4Y7I8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7K2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7L3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7L8	1	-1	-2	1	-1	-3	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	-1	-1
UniRef90_A0A3E4Y7M4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y7N7	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-2
UniRef90_A0A3E4Y7Q2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y7R7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7S5	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A3E4Y7T3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y7V1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7Y0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y7Y5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y7Z7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y800	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y820	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y843	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y853	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3
UniRef90_A0A3E4Y866	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	1	-3
UniRef90_A0A3E4Y876	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A3E4Y8B0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y8E8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A3E4Y8F3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
